ID,REGION,SITE,SITE_CODE,BLOCK,PROV,TREE,SEROT,COMBIN2,COMBIN3,com2sub,com3sub
11302,6,137,MONS,1,154,7,0,MONS:154,MONS:154:1,13,6
11303,6,137,MONS,1,154,8,0,MONS:154,MONS:154:1,13,6
11836,6,137,MONS,2,154,1,0,MONS:154,MONS:154:2,13,7
11839,6,137,MONS,2,154,4,0,MONS:154,MONS:154:2,13,7
11840,6,137,MONS,2,154,5,0,MONS:154,MONS:154:2,13,7
11841,6,137,MONS,2,154,6,0,MONS:154,MONS:154:2,13,7
11842,6,137,MONS,2,154,7,0,MONS:154,MONS:154:2,13,7
11843,6,137,MONS,2,154,8,0,MONS:154,MONS:154:2,13,7
11844,6,137,MONS,2,154,9,0,MONS:154,MONS:154:2,13,7
11323,6,137,MONS,1,162,1,0,MONS:162,MONS:162:1,13,8
11324,6,137,MONS,1,162,2,0,MONS:162,MONS:162:1,13,8
11325,6,137,MONS,1,162,3,0,MONS:162,MONS:162:1,13,8
11327,6,137,MONS,1,162,5,1,MONS:162,MONS:162:1,13,8
11328,6,137,MONS,1,162,6,0,MONS:162,MONS:162:1,13,8
11329,6,137,MONS,1,162,7,0,MONS:162,MONS:162:1,13,8
11330,6,137,MONS,1,162,8,0,MONS:162,MONS:162:1,13,8
11331,6,137,MONS,1,162,9,0,MONS:162,MONS:162:1,13,8
11863,6,137,MONS,2,162,1,0,MONS:162,MONS:162:2,13,5
11864,6,137,MONS,2,162,2,0,MONS:162,MONS:162:2,13,5
11866,6,137,MONS,2,162,4,0,MONS:162,MONS:162:2,13,5
11868,6,137,MONS,2,162,6,1,MONS:162,MONS:162:2,13,5
11870,6,137,MONS,2,162,8,0,MONS:162,MONS:162:2,13,5
20945,9,152,OTSA,1,103,2,1,OTSA:103,OTSA:103:1,13,7
20947,9,152,OTSA,1,103,4,1,OTSA:103,OTSA:103:1,13,7
20948,9,152,OTSA,1,103,5,1,OTSA:103,OTSA:103:1,13,7
20949,9,152,OTSA,1,103,6,1,OTSA:103,OTSA:103:1,13,7
20950,9,152,OTSA,1,103,7,1,OTSA:103,OTSA:103:1,13,7
20951,9,152,OTSA,1,103,8,1,OTSA:103,OTSA:103:1,13,7
20952,9,152,OTSA,1,103,9,1,OTSA:103,OTSA:103:1,13,7
21484,9,152,OTSA,2,103,1,1,OTSA:103,OTSA:103:2,13,6
21486,9,152,OTSA,2,103,3,1,OTSA:103,OTSA:103:2,13,6
21488,9,152,OTSA,2,103,5,1,OTSA:103,OTSA:103:2,13,6
21489,9,152,OTSA,2,103,6,1,OTSA:103,OTSA:103:2,13,6
21490,9,152,OTSA,2,103,7,1,OTSA:103,OTSA:103:2,13,6
21491,9,152,OTSA,2,103,8,1,OTSA:103,OTSA:103:2,13,6
21025,9,152,OTSA,1,153,1,1,OTSA:153,OTSA:153:1,13,6
21026,9,152,OTSA,1,153,2,1,OTSA:153,OTSA:153:1,13,6
21027,9,152,OTSA,1,153,3,1,OTSA:153,OTSA:153:1,13,6
21029,9,152,OTSA,1,153,5,1,OTSA:153,OTSA:153:1,13,6
21031,9,152,OTSA,1,153,7,1,OTSA:153,OTSA:153:1,13,6
21032,9,152,OTSA,1,153,8,1,OTSA:153,OTSA:153:1,13,6
21565,9,152,OTSA,2,153,1,1,OTSA:153,OTSA:153:2,13,7
21566,9,152,OTSA,2,153,2,1,OTSA:153,OTSA:153:2,13,7
21569,9,152,OTSA,2,153,5,1,OTSA:153,OTSA:153:2,13,7
21570,9,152,OTSA,2,153,6,1,OTSA:153,OTSA:153:2,13,7
21571,9,152,OTSA,2,153,7,1,OTSA:153,OTSA:153:2,13,7
21572,9,152,OTSA,2,153,8,1,OTSA:153,OTSA:153:2,13,7
21573,9,152,OTSA,2,153,9,1,OTSA:153,OTSA:153:2,13,7
20566,9,152,OTSA,1,16,1,1,OTSA:16,OTSA:16:1,13,7
20567,9,152,OTSA,1,16,2,1,OTSA:16,OTSA:16:1,13,7
20568,9,152,OTSA,1,16,3,1,OTSA:16,OTSA:16:1,13,7
20570,9,152,OTSA,1,16,5,1,OTSA:16,OTSA:16:1,13,7
20572,9,152,OTSA,1,16,7,1,OTSA:16,OTSA:16:1,13,7
20573,9,152,OTSA,1,16,8,1,OTSA:16,OTSA:16:1,13,7
20574,9,152,OTSA,1,16,9,1,OTSA:16,OTSA:16:1,13,7
21106,9,152,OTSA,2,16,1,1,OTSA:16,OTSA:16:2,13,6
21107,9,152,OTSA,2,16,2,1,OTSA:16,OTSA:16:2,13,6
21109,9,152,OTSA,2,16,4,1,OTSA:16,OTSA:16:2,13,6
21111,9,152,OTSA,2,16,6,1,OTSA:16,OTSA:16:2,13,6
21112,9,152,OTSA,2,16,7,1,OTSA:16,OTSA:16:2,13,6
21113,9,152,OTSA,2,16,8,1,OTSA:16,OTSA:16:2,13,6
20584,9,152,OTSA,1,18,1,1,OTSA:18,OTSA:18:1,13,7
20585,9,152,OTSA,1,18,2,1,OTSA:18,OTSA:18:1,13,7
20586,9,152,OTSA,1,18,3,1,OTSA:18,OTSA:18:1,13,7
20587,9,152,OTSA,1,18,4,1,OTSA:18,OTSA:18:1,13,7
20588,9,152,OTSA,1,18,5,1,OTSA:18,OTSA:18:1,13,7
20589,9,152,OTSA,1,18,6,1,OTSA:18,OTSA:18:1,13,7
20592,9,152,OTSA,1,18,9,1,OTSA:18,OTSA:18:1,13,7
21124,9,152,OTSA,2,18,1,1,OTSA:18,OTSA:18:2,13,6
21125,9,152,OTSA,2,18,2,1,OTSA:18,OTSA:18:2,13,6
21126,9,152,OTSA,2,18,3,1,OTSA:18,OTSA:18:2,13,6
21127,9,152,OTSA,2,18,4,1,OTSA:18,OTSA:18:2,13,6
21128,9,152,OTSA,2,18,5,1,OTSA:18,OTSA:18:2,13,6
21132,9,152,OTSA,2,18,9,1,OTSA:18,OTSA:18:2,13,6
20621,9,152,OTSA,1,22,2,1,OTSA:22,OTSA:22:1,13,5
20623,9,152,OTSA,1,22,4,1,OTSA:22,OTSA:22:1,13,5
20625,9,152,OTSA,1,22,6,1,OTSA:22,OTSA:22:1,13,5
20626,9,152,OTSA,1,22,7,1,OTSA:22,OTSA:22:1,13,5
20627,9,152,OTSA,1,22,8,1,OTSA:22,OTSA:22:1,13,5
21160,9,152,OTSA,2,22,1,1,OTSA:22,OTSA:22:2,13,8
21161,9,152,OTSA,2,22,2,1,OTSA:22,OTSA:22:2,13,8
21162,9,152,OTSA,2,22,3,1,OTSA:22,OTSA:22:2,13,8
21163,9,152,OTSA,2,22,4,1,OTSA:22,OTSA:22:2,13,8
21164,9,152,OTSA,2,22,5,1,OTSA:22,OTSA:22:2,13,8
21166,9,152,OTSA,2,22,7,1,OTSA:22,OTSA:22:2,13,8
21167,9,152,OTSA,2,22,8,1,OTSA:22,OTSA:22:2,13,8
21168,9,152,OTSA,2,22,9,1,OTSA:22,OTSA:22:2,13,8
20658,9,152,OTSA,1,36,3,1,OTSA:36,OTSA:36:1,13,5
20661,9,152,OTSA,1,36,6,1,OTSA:36,OTSA:36:1,13,5
20662,9,152,OTSA,1,36,7,1,OTSA:36,OTSA:36:1,13,5
20663,9,152,OTSA,1,36,8,1,OTSA:36,OTSA:36:1,13,5
20664,9,152,OTSA,1,36,9,1,OTSA:36,OTSA:36:1,13,5
21196,9,152,OTSA,2,36,1,1,OTSA:36,OTSA:36:2,13,8
21197,9,152,OTSA,2,36,2,1,OTSA:36,OTSA:36:2,13,8
21199,9,152,OTSA,2,36,4,1,OTSA:36,OTSA:36:2,13,8
21200,9,152,OTSA,2,36,5,1,OTSA:36,OTSA:36:2,13,8
21201,9,152,OTSA,2,36,6,1,OTSA:36,OTSA:36:2,13,8
21202,9,152,OTSA,2,36,7,1,OTSA:36,OTSA:36:2,13,8
21203,9,152,OTSA,2,36,8,1,OTSA:36,OTSA:36:2,13,8
21204,9,152,OTSA,2,36,9,1,OTSA:36,OTSA:36:2,13,8
20665,9,152,OTSA,1,37,1,1,OTSA:37,OTSA:37:1,13,5
20668,9,152,OTSA,1,37,4,1,OTSA:37,OTSA:37:1,13,5
20670,9,152,OTSA,1,37,6,1,OTSA:37,OTSA:37:1,13,5
20671,9,152,OTSA,1,37,7,1,OTSA:37,OTSA:37:1,13,5
20673,9,152,OTSA,1,37,9,1,OTSA:37,OTSA:37:1,13,5
21206,9,152,OTSA,2,37,2,1,OTSA:37,OTSA:37:2,13,8
21207,9,152,OTSA,2,37,3,1,OTSA:37,OTSA:37:2,13,8
21208,9,152,OTSA,2,37,4,1,OTSA:37,OTSA:37:2,13,8
21209,9,152,OTSA,2,37,5,1,OTSA:37,OTSA:37:2,13,8
21210,9,152,OTSA,2,37,6,1,OTSA:37,OTSA:37:2,13,8
21211,9,152,OTSA,2,37,7,1,OTSA:37,OTSA:37:2,13,8
21212,9,152,OTSA,2,37,8,1,OTSA:37,OTSA:37:2,13,8
21213,9,152,OTSA,2,37,9,1,OTSA:37,OTSA:37:2,13,8
20684,9,152,OTSA,1,42,2,1,OTSA:42,OTSA:42:1,13,5
20687,9,152,OTSA,1,42,5,1,OTSA:42,OTSA:42:1,13,5
20688,9,152,OTSA,1,42,6,1,OTSA:42,OTSA:42:1,13,5
20689,9,152,OTSA,1,42,7,1,OTSA:42,OTSA:42:1,13,5
20690,9,152,OTSA,1,42,8,1,OTSA:42,OTSA:42:1,13,5
21223,9,152,OTSA,2,42,1,1,OTSA:42,OTSA:42:2,13,8
21224,9,152,OTSA,2,42,2,1,OTSA:42,OTSA:42:2,13,8
21225,9,152,OTSA,2,42,3,1,OTSA:42,OTSA:42:2,13,8
21226,9,152,OTSA,2,42,4,1,OTSA:42,OTSA:42:2,13,8
21228,9,152,OTSA,2,42,6,1,OTSA:42,OTSA:42:2,13,8
21229,9,152,OTSA,2,42,7,1,OTSA:42,OTSA:42:2,13,8
21230,9,152,OTSA,2,42,8,1,OTSA:42,OTSA:42:2,13,8
21231,9,152,OTSA,2,42,9,1,OTSA:42,OTSA:42:2,13,8
20773,9,152,OTSA,1,58,1,1,OTSA:58,OTSA:58:1,13,6
20774,9,152,OTSA,1,58,2,1,OTSA:58,OTSA:58:1,13,6
20775,9,152,OTSA,1,58,3,1,OTSA:58,OTSA:58:1,13,6
20777,9,152,OTSA,1,58,5,1,OTSA:58,OTSA:58:1,13,6
20778,9,152,OTSA,1,58,6,1,OTSA:58,OTSA:58:1,13,6
20781,9,152,OTSA,1,58,9,1,OTSA:58,OTSA:58:1,13,6
21313,9,152,OTSA,2,58,1,1,OTSA:58,OTSA:58:2,13,7
21314,9,152,OTSA,2,58,2,1,OTSA:58,OTSA:58:2,13,7
21316,9,152,OTSA,2,58,4,1,OTSA:58,OTSA:58:2,13,7
21317,9,152,OTSA,2,58,5,1,OTSA:58,OTSA:58:2,13,7
21319,9,152,OTSA,2,58,7,1,OTSA:58,OTSA:58:2,13,7
21320,9,152,OTSA,2,58,8,1,OTSA:58,OTSA:58:2,13,7
21321,9,152,OTSA,2,58,9,1,OTSA:58,OTSA:58:2,13,7
20846,9,152,OTSA,1,73,2,1,OTSA:73,OTSA:73:1,13,6
20847,9,152,OTSA,1,73,3,1,OTSA:73,OTSA:73:1,13,6
20848,9,152,OTSA,1,73,4,1,OTSA:73,OTSA:73:1,13,6
20849,9,152,OTSA,1,73,5,1,OTSA:73,OTSA:73:1,13,6
20850,9,152,OTSA,1,73,6,1,OTSA:73,OTSA:73:1,13,6
20853,9,152,OTSA,1,73,9,1,OTSA:73,OTSA:73:1,13,6
21385,9,152,OTSA,2,73,1,1,OTSA:73,OTSA:73:2,13,7
21387,9,152,OTSA,2,73,3,1,OTSA:73,OTSA:73:2,13,7
21388,9,152,OTSA,2,73,4,1,OTSA:73,OTSA:73:2,13,7
21390,9,152,OTSA,2,73,6,1,OTSA:73,OTSA:73:2,13,7
21391,9,152,OTSA,2,73,7,1,OTSA:73,OTSA:73:2,13,7
21392,9,152,OTSA,2,73,8,1,OTSA:73,OTSA:73:2,13,7
21393,9,152,OTSA,2,73,9,1,OTSA:73,OTSA:73:2,13,7
21826,9,153,TZEN,1,55,1,1,TZEN:55,TZEN:55:1,13,8
21827,9,153,TZEN,1,55,2,1,TZEN:55,TZEN:55:1,13,8
21828,9,153,TZEN,1,55,3,1,TZEN:55,TZEN:55:1,13,8
21829,9,153,TZEN,1,55,4,1,TZEN:55,TZEN:55:1,13,8
21831,9,153,TZEN,1,55,6,1,TZEN:55,TZEN:55:1,13,8
21832,9,153,TZEN,1,55,7,1,TZEN:55,TZEN:55:1,13,8
21833,9,153,TZEN,1,55,8,1,TZEN:55,TZEN:55:1,13,8
21834,9,153,TZEN,1,55,9,1,TZEN:55,TZEN:55:1,13,8
22366,9,153,TZEN,2,55,1,1,TZEN:55,TZEN:55:2,13,5
22367,9,153,TZEN,2,55,2,1,TZEN:55,TZEN:55:2,13,5
22370,9,153,TZEN,2,55,5,1,TZEN:55,TZEN:55:2,13,5
22373,9,153,TZEN,2,55,8,1,TZEN:55,TZEN:55:2,13,5
22374,9,153,TZEN,2,55,9,1,TZEN:55,TZEN:55:2,13,5
136,2,116,BISN,1,43,1,0,BISN:43,BISN:43:1,14,6
137,2,116,BISN,1,43,2,0,BISN:43,BISN:43:1,14,6
138,2,116,BISN,1,43,3,1,BISN:43,BISN:43:1,14,6
139,2,116,BISN,1,43,4,0,BISN:43,BISN:43:1,14,6
141,2,116,BISN,1,43,6,0,BISN:43,BISN:43:1,14,6
142,2,116,BISN,1,43,7,0,BISN:43,BISN:43:1,14,6
676,2,116,BISN,2,43,1,0,BISN:43,BISN:43:2,14,8
677,2,116,BISN,2,43,2,0,BISN:43,BISN:43:2,14,8
678,2,116,BISN,2,43,3,0,BISN:43,BISN:43:2,14,8
680,2,116,BISN,2,43,5,0,BISN:43,BISN:43:2,14,8
681,2,116,BISN,2,43,6,1,BISN:43,BISN:43:2,14,8
682,2,116,BISN,2,43,7,0,BISN:43,BISN:43:2,14,8
683,2,116,BISN,2,43,8,0,BISN:43,BISN:43:2,14,8
684,2,116,BISN,2,43,9,0,BISN:43,BISN:43:2,14,8
2467,3,121,COMM,1,74,1,1,COMM:74,COMM:74:1,14,8
2468,3,121,COMM,1,74,2,1,COMM:74,COMM:74:1,14,8
2469,3,121,COMM,1,74,3,1,COMM:74,COMM:74:1,14,8
2470,3,121,COMM,1,74,4,1,COMM:74,COMM:74:1,14,8
2472,3,121,COMM,1,74,6,1,COMM:74,COMM:74:1,14,8
2473,3,121,COMM,1,74,7,1,COMM:74,COMM:74:1,14,8
2474,3,121,COMM,1,74,8,1,COMM:74,COMM:74:1,14,8
2475,3,121,COMM,1,74,9,1,COMM:74,COMM:74:1,14,8
3008,3,121,COMM,2,74,2,1,COMM:74,COMM:74:2,14,6
3009,3,121,COMM,2,74,3,1,COMM:74,COMM:74:2,14,6
3010,3,121,COMM,2,74,4,1,COMM:74,COMM:74:2,14,6
3011,3,121,COMM,2,74,5,1,COMM:74,COMM:74:2,14,6
3014,3,121,COMM,2,74,8,1,COMM:74,COMM:74:2,14,6
3015,3,121,COMM,2,74,9,1,COMM:74,COMM:74:2,14,6
18784,9,150,DECK,1,103,1,1,DECK:103,DECK:103:1,14,6
18786,9,150,DECK,1,103,3,1,DECK:103,DECK:103:1,14,6
18788,9,150,DECK,1,103,5,1,DECK:103,DECK:103:1,14,6
18790,9,150,DECK,1,103,7,1,DECK:103,DECK:103:1,14,6
18791,9,150,DECK,1,103,8,1,DECK:103,DECK:103:1,14,6
18792,9,150,DECK,1,103,9,1,DECK:103,DECK:103:1,14,6
19324,9,150,DECK,2,103,1,1,DECK:103,DECK:103:2,14,8
19325,9,150,DECK,2,103,2,1,DECK:103,DECK:103:2,14,8
19326,9,150,DECK,2,103,3,1,DECK:103,DECK:103:2,14,8
19327,9,150,DECK,2,103,4,1,DECK:103,DECK:103:2,14,8
19328,9,150,DECK,2,103,5,1,DECK:103,DECK:103:2,14,8
19329,9,150,DECK,2,103,6,1,DECK:103,DECK:103:2,14,8
19330,9,150,DECK,2,103,7,1,DECK:103,DECK:103:2,14,8
19331,9,150,DECK,2,103,8,1,DECK:103,DECK:103:2,14,8
18497,9,150,DECK,1,36,2,0,DECK:36,DECK:36:1,14,5
18498,9,150,DECK,1,36,3,0,DECK:36,DECK:36:1,14,5
18501,9,150,DECK,1,36,6,0,DECK:36,DECK:36:1,14,5
18502,9,150,DECK,1,36,7,0,DECK:36,DECK:36:1,14,5
18503,9,150,DECK,1,36,8,0,DECK:36,DECK:36:1,14,5
19036,9,150,DECK,2,36,1,1,DECK:36,DECK:36:2,14,9
19037,9,150,DECK,2,36,2,1,DECK:36,DECK:36:2,14,9
19038,9,150,DECK,2,36,3,1,DECK:36,DECK:36:2,14,9
19039,9,150,DECK,2,36,4,1,DECK:36,DECK:36:2,14,9
19040,9,150,DECK,2,36,5,1,DECK:36,DECK:36:2,14,9
19041,9,150,DECK,2,36,6,1,DECK:36,DECK:36:2,14,9
19042,9,150,DECK,2,36,7,1,DECK:36,DECK:36:2,14,9
19043,9,150,DECK,2,36,8,1,DECK:36,DECK:36:2,14,9
19044,9,150,DECK,2,36,9,1,DECK:36,DECK:36:2,14,9
18541,9,150,DECK,1,44,1,1,DECK:44,DECK:44:1,14,7
18542,9,150,DECK,1,44,2,1,DECK:44,DECK:44:1,14,7
18543,9,150,DECK,1,44,3,1,DECK:44,DECK:44:1,14,7
18544,9,150,DECK,1,44,4,1,DECK:44,DECK:44:1,14,7
18546,9,150,DECK,1,44,6,1,DECK:44,DECK:44:1,14,7
18548,9,150,DECK,1,44,8,1,DECK:44,DECK:44:1,14,7
18549,9,150,DECK,1,44,9,1,DECK:44,DECK:44:1,14,7
19081,9,150,DECK,2,44,1,1,DECK:44,DECK:44:2,14,7
19083,9,150,DECK,2,44,3,1,DECK:44,DECK:44:2,14,7
19084,9,150,DECK,2,44,4,1,DECK:44,DECK:44:2,14,7
19085,9,150,DECK,2,44,5,1,DECK:44,DECK:44:2,14,7
19086,9,150,DECK,2,44,6,1,DECK:44,DECK:44:2,14,7
19088,9,150,DECK,2,44,8,1,DECK:44,DECK:44:2,14,7
19089,9,150,DECK,2,44,9,1,DECK:44,DECK:44:2,14,7
18586,9,150,DECK,1,55,1,1,DECK:55,DECK:55:1,14,8
18587,9,150,DECK,1,55,2,1,DECK:55,DECK:55:1,14,8
18589,9,150,DECK,1,55,4,1,DECK:55,DECK:55:1,14,8
18590,9,150,DECK,1,55,5,1,DECK:55,DECK:55:1,14,8
18591,9,150,DECK,1,55,6,1,DECK:55,DECK:55:1,14,8
18592,9,150,DECK,1,55,7,1,DECK:55,DECK:55:1,14,8
18593,9,150,DECK,1,55,8,1,DECK:55,DECK:55:1,14,8
18594,9,150,DECK,1,55,9,1,DECK:55,DECK:55:1,14,8
19126,9,150,DECK,2,55,1,1,DECK:55,DECK:55:2,14,6
19128,9,150,DECK,2,55,3,1,DECK:55,DECK:55:2,14,6
19129,9,150,DECK,2,55,4,1,DECK:55,DECK:55:2,14,6
19132,9,150,DECK,2,55,7,1,DECK:55,DECK:55:2,14,6
19133,9,150,DECK,2,55,8,1,DECK:55,DECK:55:2,14,6
19134,9,150,DECK,2,55,9,1,DECK:55,DECK:55:2,14,6
18685,9,150,DECK,1,73,1,0,DECK:73,DECK:73:1,14,9
18686,9,150,DECK,1,73,2,0,DECK:73,DECK:73:1,14,9
18687,9,150,DECK,1,73,3,0,DECK:73,DECK:73:1,14,9
18688,9,150,DECK,1,73,4,1,DECK:73,DECK:73:1,14,9
18689,9,150,DECK,1,73,5,0,DECK:73,DECK:73:1,14,9
18690,9,150,DECK,1,73,6,1,DECK:73,DECK:73:1,14,9
18691,9,150,DECK,1,73,7,1,DECK:73,DECK:73:1,14,9
18692,9,150,DECK,1,73,8,1,DECK:73,DECK:73:1,14,9
18693,9,150,DECK,1,73,9,1,DECK:73,DECK:73:1,14,9
19226,9,150,DECK,2,73,2,1,DECK:73,DECK:73:2,14,5
19228,9,150,DECK,2,73,4,1,DECK:73,DECK:73:2,14,5
19230,9,150,DECK,2,73,6,1,DECK:73,DECK:73:2,14,5
19231,9,150,DECK,2,73,7,1,DECK:73,DECK:73:2,14,5
19232,9,150,DECK,2,73,8,1,DECK:73,DECK:73:2,14,5
26236,10,157,DOGC,1,66,1,1,DOGC:66,DOGC:66:1,14,6
26237,10,157,DOGC,1,66,2,1,DOGC:66,DOGC:66:1,14,6
26238,10,157,DOGC,1,66,3,1,DOGC:66,DOGC:66:1,14,6
26239,10,157,DOGC,1,66,4,1,DOGC:66,DOGC:66:1,14,6
26241,10,157,DOGC,1,66,6,1,DOGC:66,DOGC:66:1,14,6
26242,10,157,DOGC,1,66,7,1,DOGC:66,DOGC:66:1,14,6
26776,10,157,DOGC,2,66,1,1,DOGC:66,DOGC:66:2,14,8
26777,10,157,DOGC,2,66,2,1,DOGC:66,DOGC:66:2,14,8
26778,10,157,DOGC,2,66,3,1,DOGC:66,DOGC:66:2,14,8
26779,10,157,DOGC,2,66,4,1,DOGC:66,DOGC:66:2,14,8
26780,10,157,DOGC,2,66,5,1,DOGC:66,DOGC:66:2,14,8
26781,10,157,DOGC,2,66,6,1,DOGC:66,DOGC:66:2,14,8
26782,10,157,DOGC,2,66,7,1,DOGC:66,DOGC:66:2,14,8
26784,10,157,DOGC,2,66,9,1,DOGC:66,DOGC:66:2,14,8
3601,3,123,HADO,1,104,1,1,HADO:104,HADO:104:1,14,6
3603,3,123,HADO,1,104,3,1,HADO:104,HADO:104:1,14,6
3604,3,123,HADO,1,104,4,1,HADO:104,HADO:104:1,14,6
3605,3,123,HADO,1,104,5,1,HADO:104,HADO:104:1,14,6
3606,3,123,HADO,1,104,6,1,HADO:104,HADO:104:1,14,6
3608,3,123,HADO,1,104,8,1,HADO:104,HADO:104:1,14,6
4141,3,123,HADO,2,104,1,1,HADO:104,HADO:104:2,14,8
4142,3,123,HADO,2,104,2,1,HADO:104,HADO:104:2,14,8
4144,3,123,HADO,2,104,4,1,HADO:104,HADO:104:2,14,8
4145,3,123,HADO,2,104,5,1,HADO:104,HADO:104:2,14,8
4146,3,123,HADO,2,104,6,1,HADO:104,HADO:104:2,14,8
4147,3,123,HADO,2,104,7,1,HADO:104,HADO:104:2,14,8
4148,3,123,HADO,2,104,8,1,HADO:104,HADO:104:2,14,8
4149,3,123,HADO,2,104,9,1,HADO:104,HADO:104:2,14,8
3314,3,123,HADO,1,24,2,1,HADO:24,HADO:24:1,14,8
3315,3,123,HADO,1,24,3,1,HADO:24,HADO:24:1,14,8
3316,3,123,HADO,1,24,4,1,HADO:24,HADO:24:1,14,8
3317,3,123,HADO,1,24,5,1,HADO:24,HADO:24:1,14,8
3318,3,123,HADO,1,24,6,1,HADO:24,HADO:24:1,14,8
3319,3,123,HADO,1,24,7,1,HADO:24,HADO:24:1,14,8
3320,3,123,HADO,1,24,8,1,HADO:24,HADO:24:1,14,8
3321,3,123,HADO,1,24,9,1,HADO:24,HADO:24:1,14,8
3853,3,123,HADO,2,24,1,1,HADO:24,HADO:24:2,14,6
3854,3,123,HADO,2,24,2,1,HADO:24,HADO:24:2,14,6
3855,3,123,HADO,2,24,3,1,HADO:24,HADO:24:2,14,6
3856,3,123,HADO,2,24,4,1,HADO:24,HADO:24:2,14,6
3858,3,123,HADO,2,24,6,1,HADO:24,HADO:24:2,14,6
3861,3,123,HADO,2,24,9,1,HADO:24,HADO:24:2,14,6
3520,3,123,HADO,1,71,1,1,HADO:71,HADO:71:1,14,8
3521,3,123,HADO,1,71,2,1,HADO:71,HADO:71:1,14,8
3522,3,123,HADO,1,71,3,1,HADO:71,HADO:71:1,14,8
3523,3,123,HADO,1,71,4,1,HADO:71,HADO:71:1,14,8
3524,3,123,HADO,1,71,5,1,HADO:71,HADO:71:1,14,8
3526,3,123,HADO,1,71,7,1,HADO:71,HADO:71:1,14,8
3527,3,123,HADO,1,71,8,1,HADO:71,HADO:71:1,14,8
3528,3,123,HADO,1,71,9,1,HADO:71,HADO:71:1,14,8
4060,3,123,HADO,2,71,1,1,HADO:71,HADO:71:2,14,6
4061,3,123,HADO,2,71,2,1,HADO:71,HADO:71:2,14,6
4062,3,123,HADO,2,71,3,1,HADO:71,HADO:71:2,14,6
4063,3,123,HADO,2,71,4,1,HADO:71,HADO:71:2,14,6
4065,3,123,HADO,2,71,6,1,HADO:71,HADO:71:2,14,6
4067,3,123,HADO,2,71,8,1,HADO:71,HADO:71:2,14,6
11908,6,138,KLOK,1,15,1,0,KLOK:15,KLOK:15:1,14,6
11911,6,138,KLOK,1,15,4,0,KLOK:15,KLOK:15:1,14,6
11912,6,138,KLOK,1,15,5,0,KLOK:15,KLOK:15:1,14,6
11913,6,138,KLOK,1,15,6,0,KLOK:15,KLOK:15:1,14,6
11914,6,138,KLOK,1,15,7,0,KLOK:15,KLOK:15:1,14,6
11915,6,138,KLOK,1,15,8,1,KLOK:15,KLOK:15:1,14,6
12448,6,138,KLOK,2,15,1,1,KLOK:15,KLOK:15:2,14,8
12450,6,138,KLOK,2,15,3,0,KLOK:15,KLOK:15:2,14,8
12451,6,138,KLOK,2,15,4,0,KLOK:15,KLOK:15:2,14,8
12452,6,138,KLOK,2,15,5,0,KLOK:15,KLOK:15:2,14,8
12453,6,138,KLOK,2,15,6,0,KLOK:15,KLOK:15:2,14,8
12454,6,138,KLOK,2,15,7,0,KLOK:15,KLOK:15:2,14,8
12455,6,138,KLOK,2,15,8,0,KLOK:15,KLOK:15:2,14,8
12456,6,138,KLOK,2,15,9,0,KLOK:15,KLOK:15:2,14,8
11935,6,138,KLOK,1,19,1,0,KLOK:19,KLOK:19:1,14,7
11936,6,138,KLOK,1,19,2,0,KLOK:19,KLOK:19:1,14,7
11937,6,138,KLOK,1,19,3,1,KLOK:19,KLOK:19:1,14,7
11938,6,138,KLOK,1,19,4,0,KLOK:19,KLOK:19:1,14,7
11940,6,138,KLOK,1,19,6,0,KLOK:19,KLOK:19:1,14,7
11941,6,138,KLOK,1,19,7,0,KLOK:19,KLOK:19:1,14,7
11942,6,138,KLOK,1,19,8,0,KLOK:19,KLOK:19:1,14,7
12476,6,138,KLOK,2,19,2,0,KLOK:19,KLOK:19:2,14,7
12477,6,138,KLOK,2,19,3,0,KLOK:19,KLOK:19:2,14,7
12479,6,138,KLOK,2,19,5,0,KLOK:19,KLOK:19:2,14,7
12480,6,138,KLOK,2,19,6,1,KLOK:19,KLOK:19:2,14,7
12481,6,138,KLOK,2,19,7,0,KLOK:19,KLOK:19:2,14,7
12482,6,138,KLOK,2,19,8,0,KLOK:19,KLOK:19:2,14,7
12483,6,138,KLOK,2,19,9,0,KLOK:19,KLOK:19:2,14,7
11278,6,137,MONS,1,146,1,0,MONS:146,MONS:146:1,14,6
11280,6,137,MONS,1,146,3,0,MONS:146,MONS:146:1,14,6
11281,6,137,MONS,1,146,4,0,MONS:146,MONS:146:1,14,6
11282,6,137,MONS,1,146,5,0,MONS:146,MONS:146:1,14,6
11283,6,137,MONS,1,146,6,0,MONS:146,MONS:146:1,14,6
11286,6,137,MONS,1,146,9,0,MONS:146,MONS:146:1,14,6
11818,6,137,MONS,2,146,1,1,MONS:146,MONS:146:2,14,8
11819,6,137,MONS,2,146,2,0,MONS:146,MONS:146:2,14,8
11820,6,137,MONS,2,146,3,0,MONS:146,MONS:146:2,14,8
11822,6,137,MONS,2,146,5,1,MONS:146,MONS:146:2,14,8
11823,6,137,MONS,2,146,6,0,MONS:146,MONS:146:2,14,8
11824,6,137,MONS,2,146,7,1,MONS:146,MONS:146:2,14,8
11825,6,137,MONS,2,146,8,0,MONS:146,MONS:146:2,14,8
11826,6,137,MONS,2,146,9,0,MONS:146,MONS:146:2,14,8
10928,6,137,MONS,1,35,2,1,MONS:35,MONS:35:1,14,7
